page,text,x,y
209,"DAM (Digital Asset Management) international deployment to improve 
digital content management on all channels
",70.92,391.28
209,"CONTEXT AND OBJECTIVES
",14.184,302.01
209,"International DAM deployment planning
",456.79,297.028
209,"Luxury – Revenue (2016) = € 323 Million
",260.23,326.91799999999995
209,"• As part of his digital transformation, an International French Wine and Spirits 
",14.4,280.52000000000004
209,"company wants to redesign the way it manages assets by deploying a DAM and 
enhance its digital strategy on all channels (e-retail, e-commerce, communication, 
sales, corporate …).
",27.96,268.538
209,"• VERTONE have accompanied the business teams of the client in the project scoping 
",14.4,229.49
209,"and the international tool deployment. 
",27.96,217.49
209,"MAIN STEPS OF THE PROJECT
",14.184,192.31
209,"• Participate to project scoping, from business needs gathering to detailed Roadmap 
",14.616,170.65
209,"definition
",28.176,158.65
209,"•
",14.616,143.448352
209,"Support the design of the DAM following the AGILE method
",28.176,143.668
209,"o Business needs diagnostic, user tests,  bug reporting
",50.64,128.62
209,"o Existing contents migration
",50.64,113.62
209,"o New features identifications
",50.64,98.622
209,"RESULTS
",388.46,110.124
209,"• Design of the targeted business content management processes
",14.616,83.622
209,"• Define and deploy the international roll-out strategy
",14.616,68.64
209,"o Change strategy: communication plan, trainings, on-site support
",50.64,53.598
209,"o Technical and business support plan definition and deployment
",50.64,38.598
209,"• Development of an answering business needs tool (legal information 
storage, link with product information, sharing feature, organized and 
secured assets storage, upload of high-definition contents…)
",388.68,88.086
209,"•
",388.68,48.84288
209,"International tool deployment for 13 Brands and about 50 Markets has 
been done in a 6 months period
",402.24,49.062
210,"Fashion e-retailer customer segmentation
",70.44,379.28
210,"CONTEXT AND OBJECTIVES
",14.184,302.01
210,"Mapping of the brand clusters and the nearest neighbour for each
",407.14,299.588
210,"Retail / e-commerce - Turnover 2016 = 40 M € (approx) - 400 K customers
",178.13,326.91799999999995
210,"• A fashion and beauty products e-retailer, faced with a problem of personalization
of their customers’ online experience (newsletter content, website...), wishes to
enhance their understanding of their purchasing behavior
",14.448,280.44
210,"•
",14.448,229.78768
210,"In this context, Vertone was asked to devise two types of operational customer
segmentations : one using the RFM method (recency, frequency and monetary
value) and another regrouping the brands depending on their levels of cross-
buying.
",28.008,230.01999999999998
210,"MAIN STEPS OF THE PROJECT
",14.184,174.57
210,"• Segment all the customers (inactive, active and new ones) using the RFM method
• Describe all RFM segments obtained by computing a set of meaningful KPIs
",14.568,150.94
210,"(loyalty points burn rates, newsletter opt-in, customer service...)
",28.128,123.718
210,"• Analyze movement of customer masses between segments using transition
",14.568,109.15
210,"RESULTS
",388.46,120.64
210,"matrices
",28.128,96.552
210,"• Group brands into ""clusters"" according to their cross-buying by customers and
",14.568,81.912
210,"connect each customer to his preferred cluster
",28.128,69.312
210,"• Evaluate the customers’ inclination to consume a single brand, several brands of
",14.568,54.690000000000005
210,"the same cluster or several of different clusters
",28.128,42.048
210,"•
",388.78,98.26368
210,"Implementation of both operational segmentations in the client’s IT 
systems
",402.34,98.496
210,"• Providing the customer with the results of the analyses related to the 
",388.78,73.31400000000001
210,"purchasing behavior within the different segments (segment IDs)
",402.34,60.672000000000004
210,"• Mapping of the brand clusters in order to highlight cross-selling and 
",388.78,48.072
210,"up-selling opportunities
",402.34,35.472
211,"Setting up of feature team organization and et support of two teams as 
product owner for a pure player
",70.92,391.28
211,"Distribution - CA 201 = XX Mds € - X M clients
",245.69,327.1
211,"CONTEXTE  ET OBJECTIFS
",14.184,302.01
211,"• A pure player aimed at reducing its time to market by increasing the productivity 
",14.4,280.49
211,"of its front office teams called upon Vertone to help them setting up a feature 
team organization
",27.96,267.908
211,"• To do so we consolidated the setting up of the first feature teams and we 
",14.4,239.66
211,"supported two teams as product owner : the first one was in charge of customer 
acquisition and the second one of the sale cycle
",27.96,227.05999999999997
211,"DÉMARCHE
",14.184,189.45
211,"Setting up the first two feature teams :
Recruit the team members
",27.984,168.44
211,"•
⎻
⎻ Define the team vision
⎻
Implement Agile rituals
⎻ Define the communication process with stakeholders
",14.424,168.26576
211,"Supporting the teams as product owner :
",27.984,100.62
211,"•
⎻ Define the team objectives (OKR)
⎻
⎻
⎻
⎻
",14.424,100.44576
211,"Collect customers and stakeholders needs (Acquisition, CRM, sales production, marketing B2B, supply)
Prioritize needs
Scope and schedule the development of new features
Follow the main KPIs
",27.984,77.7
211,"RÉSULTATS
",388.46,128.37
211,"•
",388.78,106.58576
211,"Identification and sharing of best practices
",402.34,106.75999999999999
211,"Acquisition Team :
",402.34,94.28399999999999
211,"•
⎻ New features : rebuild of the main registration form, setting up of the Facebook Connect, 
",388.78,94.10976
211,"implementation of personalization algorithms 
Results : increase by 20% the registration rate
Sales Team: 
",398.98,73.25999999999999
211,"⎻
•
⎻ New feature : rebuild of the mobile application
⎻
",388.78,62.08176
211,"Results : increase the revenue per customer by 3%
",402.34,27.54
212,"Definition and deployment of a new Loyalty Program starting with a 6-
months pilot phase for a major actor in the commercial real estate industry
",70.44,391.28
212,"Distribution – Turnover = 63,7 Bns € - 1,2 Bns of visitors per year
",200.33,326.91799999999995
212,"CONTEXT AND OBJECTIVES
",14.184,302.01
212,"•
",14.472,273.98768
212,"•
",14.472,247.82768
212,"The Client has one major business objective: increase the number of stores 
visited per visit in the Shopping Center.
VERTONE has defined the target Loyalty Program to meet this objective and 
implement a 6-months pilot phase to test it.
",30.192,274.22
212,"Objectives and levels of achievement 
",487.01,285.848
212,"APPROACH
",14.184,161.87
212,"• Define of the customer promise and loyalty mechanism (assessments and 
",14.496,138.30999999999997
212,"feasibility studies, marketing workshops, financial modelling, …)
",25.056,125.69
212,"• Analyse impacts (selection of IT suppliers, workstream scoping, …)
",14.496,111.05
212,"•
",14.496,94.7232
212,"Implement identified workstreams necessary to launch the pilot: IT, UX, 
Communication, Legal, CRM, …
",25.056,96.528
212,"• Launch a 6-months pilot in 2 Shopping Centers
",14.496,69.288
212,"RESULTS
",388.46,120.64
212,"Launch of the pilot.
",402.24,85.992
212,"•
• Pilot objectives have been met.
• The Client considers launching this new Loyalty Program on other 
",388.68,85.75968
212,"assets in the next months.
",402.24,48.192
213,"Framing and conception of an approach of setting up partnership with 
retailers
",70.44,391.28
213,"Distribution – 2018 revenue = 63,7 Bn € - 1,2 Bn visitors per year
",200.09,326.91799999999995
213,"CONTEXT AND OBJECTIVES 
",14.184,302.01
213,"•
",14.472,273.98768
213,"•
",14.472,247.82768
213,"The customer wants to set up a partnership approach with its retailers to value 
its DATA
VERTONE was selected  to define the possibilities of partnership and define all 
the possible packages for the different retailers
",30.192,274.22
213,"Illustration
",529.13,285.848
213,"MAIN STEPS OF THE PROJECT
",14.184,162.21
213,"• Collection of existing DATA on the various tools of the brand
",14.496,138.30999999999997
213,"•
",14.496,121.8452
213,"Interview with various interlocutors to study the DATA transmitted to retailers
Identify brand strengths and interesting DATA to meet the needs of retailers
",25.056,123.65
213,"•
• Proposal and automation of a dashboard
",14.496,107.3252
213,"RESULTS
",388.46,120.64
213,"•
",388.68,98.35968
213,"•
•
",388.68,73.15968
213,"Presentation about the possible levers to be activated for retailers for 
commercial RDVs
Annual and quarterly report to retailers
Definition of packages for retailers
",405.6,98.592
214,"Design of new Client Programs
",129.38,379.28
214,"High-end cosmetic skincare – 2016 net sales = 400 CHFm - 4,436 POS worldwilde
",160.37,326.88
214,"CONTEXT AND OBJECTIVES
",14.184,302.26
214,"The client is a leading player in the selective skincare business, whose competitors 
have already launched a loyalty program. After drawing a complete overview of 
main competitors’ and key actors’ loyalty programs, VERTONE was ask to study the 
relevance of launching two Client programs in two steps
",14.304,280.56
214,"MAIN STEPS OF THE PROJECT
",14.184,217.31
214,"• Define CRM strategic objectives based on all available information: 1) internal 
",14.424,194.29999999999998
214,"analysis, 2) loyalty and mobile app benchmark built by VERTONE, 3) CRM 
assessment, 4) 2020 strategic plan 
",27.984,181.7
214,"• Design of 2 new Client programs 
",14.424,150.48
214,"➢ Client experience based program in the direct channel only, segmented as follow:                                                                             
",41.424,132.339
214,"RESULTS
",388.46,124.82000000000001
214,"1) VVIP / VIP in order to increase retention rate                                                                     2) 
TOP clients with the objective to increase their annual spending                                   3) 
NEW clients in order to develop the repeat rate of their purchase
",58.344,121.35
214,"➢ Loyalty program in both direct and indirect channels, open to all clients. The 
",41.424,83.11500000000001
214,"mechanism was based on gifting rewarding number of products purchased
",58.344,72.126
214,"•
",14.424,54.82368
214,"Formalization of the main customer journeys on the macro level. For the indirect 
channel, a system of unique code inserted in the packaging was imagined
",27.984,55.056000000000004
214,"•
•
•
",388.68,101.52768
214,"•
",388.68,51.12768
214,"Validation of CRM strategic objectives
Definition of all customer journeys across all distribution channels
Valuation of the 6-year business plan 2018-2023 with a focus on 
additional turnover attended and cost of generosity 
Production of presentations for top management as well as 
workshops in Shanghai
",405.6,101.76
215,"Design of a new loyalty program
",70.92,379.28
215,"Retail  – Turnover 2018 = 250-300 M€ – Around 500 K customers within the program
",150.65,327.1
215,"CONTEXT & OBJECTIVES
",14.184,304.42999999999995
215,"•
",14.4,282.70088
215,"•
",14.4,267.70088
215,"The company asked Vertone to redesign its loyalty program. 
",27.96,282.92
215,"The 9-week project had 3 different phases : 
",27.96,267.92
215,"1.
2.
3.
",50.4,255.92
215,"The diagnosis of the current loyalty program, 
The conception of new scenarios,
The financial modelling of the new loyalty program.
",68.4,255.92
215,"DÉMARCHE
",12.552,186.88
215,"•
",14.544,161.228352
215,"Elaborate the diagnosis of the current loyalty program through interviews, shop 
visits, quantitative analysis (value-analysis, generosity distribution and so on) 
",28.104,161.448
215,"• Define and validate the objectives of the new loyalty program  
",14.544,134.41
215,"• Prepare and conduct 2 creativity workshops in order to build new scenarios with 
",14.544,119.41
215,"transactional, emotional and service-based advantages.  
",28.104,107.406
215,"• Design 2 scenarios meeting the objectives i.e. taking into account food tends, 
",14.544,92.406
215,"responsible consumption.
",28.104,80.382
215,"• Build the Business Plan of the validated scenario (additional costs and revenues, 
",14.544,65.382
215,"breakeven, P&L)
",28.104,53.382
215,"Illustration of the value-analysis (by deciles, by percentiles)
",430.87,300.7
215,"RÉSULTATS
",388.46,148.37800000000001
215,"• 15 outcomes about the current loyalty program shared in Steering 
",388.87,126.15
215,"Committee, 2 key objectives, 2 priority targets and 3 prerequisites of 
the new loyalty program validated during the same instance  
",402.43,114.168
215,"• Presentation and macro financial modelling of 2 scenarios and 2 
",388.87,87.126
215,"versions
",402.43,75.126
215,"•
",388.87,59.90688
215,"Elaboration of the validated scenario business plan
",402.43,60.126
215,"• Validation of the recommended scenario and related business plan in 
",388.87,45.144
215,"Steering Committee
",402.43,33.102000000000004
216,"Define worldwide customer and digital transformation program for a French 
group of cosmetics
",70.896,391.28
216,"Cosmetics – Turnover 2018 = 2.3 Milliards € 
",251.95,327.1
216,"CONTEXT AND OBJECTIVES
• A French retailer on global cosmetics market, aims at transforming its B2B 
",14.184,301.89
216,"activities in order to fully integrate the impacts of digital technology and 
reposition the consumer at the heart of its strategy.
",27.96,268.46768
216,"• VERTONE initiated the framing phase by integrating a ""consumer centric"" 
",14.4,243.26768
216,"vision into digital projects and taking into account the specificities of the 
group's brands (10 brands) and clusters of countries (40 subsidiaries and 
+100 distributor countries).
",27.96,230.64768
216,"MAIN STEPS OF THE PROJECT
",14.184,189.33
216,"At global level: 
• Define a clusterisation of countries and a brand x country segmentation to 
",14.64,167.115152
216,"enable the ambition of the digital program to be adapted to the group's 
business challenges through several scenarios
",28.2,141.86768
216,"• Evaluate scenarios and their macro-impacts and define the key KPIs of the 
",14.64,117.01712
216,"program. Prioritize projects to define the roadmap of the digital program
",28.2,104.07168
216,"At each stream level:
• Monitor 7 streams definition and design: Data, CRM, e-commerce, digital 
",14.64,78.84768
216,"footprint, Social Media, Media, PIM / DAM
",28.2,53.64768
216,"• Realize a diagnosis and needs collection (brands x Markets) for each 
",14.64,41.39712
216,"stream. Complete this diagnosis with a benchmark of digital trends.
",28.2,28.447680000000002
216,"• Define the ambition of each stream per cluster as well as the performance 
",14.64,16.214592000000003
216,"KPI.
",28.2,3.2236800000000008
216,"4 main objectives of the transformation program
",439.63,298.54
216,"RESULTS
",388.46,128.25
216,"• Assessment for each stream and key learnings of past initiatives
• Ambition plan of each stream
• Country clustering and brand x country segmentation according 
",388.78,106.34112
216,"to the challenges of digital transformation
Identification of key KPIs for the program and for each stream
",402.34,67.80768
216,"•
• 2 years roadmap of global actions by country cluster and 
",388.78,55.557120000000005
216,"planning
",402.34,30.00768
217,"Design of a new digital and omnichannel Direct Selling experience
",70.56,379.28
217,"Retail - CA 2015 = 235 M€ in 5 countries – 58 M of products sold
",200.93,327.77
217,"CONTEXT AND OBJECTIVES
",14.184,302.01
217,"• Context : Direct Selling is full of opportunities regarding the current social
trends (direct contact with customer, purchase based on recommendation,
authenticity). Therefore, this selling method stay risky because of ageing sells
representatives and ageing customer journey, not in line with today’s
consumers expectation.
",13.032,278.968
217,"• Objectives : Build a new client strategy to anticipate the future of direct
",13.032,209.93
217,"selling : simple, irreproachable, personalized and client oriented services.
",26.592,196.7
217,"APPROACH
",14.184,154.018
217,"• Analysis of trends and expectations evolution and impact on Direct Selling
",14.496,132.38
217,"Business Model
Identification of needs for 3 major personae : Manager, Dealer, VIP Client
",29.136,119.798
217,"•
",14.496,103.92768
217,"• Design of omnichannel customer journeys (recruitment, development and
selling) for those 3 personae, in collaboration with markets (France, Spain, Italy),
during a workshop
Identification of enablers and tools to build and roll out these customer journeys
",14.496,88.56
217,"•
",14.496,47.545152
217,"RÉSULTATS
",388.46,132.19
217,"•
",388.75,109.82768
217,"Impact analysis of trends and expectations evolution on Direct Selling
Business Model
",402.31,110.06
217,"• Design of a new customer journey with new touch points (especially
digital) to build a better selling experience between dealer and VIP
client
",388.75,81.864
218,"Definition of the CRM trajectory and animation plan for a large retailer  
",70.92,379.28
218,"CONTEXT AND OBJECTIVES
",14.184,302.01
218,"2020 trajectory for the CRM activity
",466.87,298.678
218,"Retail - Turnover 2018 = 19,9 Mds€
",273.43,327.1
218,"• Our client wishes to elaborate a long-term strategy for its CRM activity and 
",14.4,280.49
218,"inscribe all the CRM actions into a 2020 trajectory. 
",27.96,267.908
218,"• VERTONE was mandated to assist the client in the framing of the CRM trajectory 
",14.4,252.26
218,"and the elaboration of its declination into a CRM animation plan for the 2nd
semester of 2019. 
",27.96,240.08
218,"MAIN STEPS OF THE PROJECT 
",14.184,180.31
218,"• Diagnosis of the CRM activity : analysis of the existing operating modes, study of 
",14.592,158.58999999999997
218,"past campaigns’ performances, interviews with major stakeholders
• Definition of the ambition and the objectives for the CRM activity 
•
",14.592,145.98999999999998
218,"Identification of the levers to develop and the projects to launch in order to 
reach the targeted ambition 
Identification of the best practices from several sectors and assessment of the 
maturity of the client towards the identified trends 
",28.152,120.77
218,"•
",14.592,95.33568
218,"• Construction of the CRM animation plan for the 2nd semester of 2019
",14.592,70.788
218,"RESULTS 
",388.46,128.37
218,"• An ambition for the CRM activity and a trajectory to implement it, 
which is structured into several projects allowing the team to reach 
progressively the targeted ambition  
",388.78,106.224
218,"• A CRM animation plan constructed for the 2nd semester of 2019 
",388.78,65.82000000000001
218,"setting the first milestones for the CRM ambition
",402.34,52.800000000000004
219,"Logistic optimization – Performance analysis
",70.32,379.28
219,"Retail – 2017 Revenue = 195 M€
",280.39,326.91799999999995
219,"CONTEXT AND OBJECTIVES
",14.184,302.01
219,"•
",14.448,280.25088
219,"The client wishes to update and optimize its management system from shop 
inventory to product establishment, possibly on a larger scale
• Process has not evolved despite the client’s significant growth
• … and is revealing to be less and less appropriated to the growing diversity of 
",14.448,280.47
219,"different store profiles (160 stores as of today), including significantly different store 
profiles abroad (less sales volume, different size mixes, less sales...)
",28.008,232.45
219,"PROCESS
",14.184,178.58
219,"• Apprehend performances (stockout vs. overstock) depending on available 
",14.544,156.25
219,"references…
",28.128,144.25
219,"• …then, depending on certain referencing groups such as « groups of goods » and 
",14.544,132.25
219,"« products sizes »…
",28.128,120.25
219,"• … by introducing product clusters in order to avoid having results too close to average 
",14.544,108.268
219,"depending on the density of product establishment in stores 
",28.128,96.222
219,"• Finally, apprehend performances (stockout vs. overstock) depending on stores, 
",14.544,83.64287999999999
219,"firstly on average, but also through store clusters (small/average/big), in order 
to avoid having results too close to average and to identify opportunities of 
optimization.
",28.128,71.64287999999999
219,"RESULTS
",388.46,111.35
219,"• A fine-tuned understanding of the issues on key performance 
factors such as stockout and overstock, globally and by store 
type. 
",388.78,88.61568
219,"• A tool highlighting recommendations for the ideal product 
",388.78,38.21568
219,"establishment, by store, type of products, by size.  
",402.34,25.59168
220,"Design of a new digital storytelling experience for customers, hoteliers and 
partners
",70.944,391.28
220,"Tourism - Revenue (2012) = € 5.4 billion - 18M customers members of the loyalty program
",136.97,327.77
220,"CONTEXT AND OBJECTIVES
• One of the leaders of the international hotel business defined its transformation 
plan to address three key issues: regain control of the market against Google, the 
OTAs, TripAdvisor and AirBnB ; face the technological challenge ; respond to 
customer behavior and expectations .
In this context of transformation, the Strategy Department promotes an 
operational vision of the Digital Plan.
",14.184,302.01
220,"•
",14.4,227.76768
220,"• VERTONE operated to achieve this transformation by projecting the customers / 
",14.4,199.81799999999998
220,"employees / owners experience on an internal communication tool.
",27.96,187.17999999999998
220,"Example of a customer persona and global overview of a customer journey
",390.89,300.46000000000004
220,"MAIN STEPS OF THE PROJECT
",14.184,160.478
220,"• Understand all high impact projects through 40 interviews to learn about their 
",14.424,137.98
220,"contents, their purposes and their interconnections. 
",27.984,125.35000000000001
220,"RESULTS
",388.46,128.37
220,"• Create 9 profiles, representative of the multiplicity of customers and employees 
",14.424,109.75
220,"of the Group, in considering clusters, brands and customer segmentation
",27.984,97.152
220,"• Create 12 customers / employees / owners journeys including 40 evolutions of 
",14.424,81.552
220,"key projects and following the entire multi-devices experience. 
",27.984,68.952
220,"• Design a tool to make real these journeys with a visual and detailed storytelling 
",14.424,53.370000000000005
220,"according to the characteristics of each person.
",27.984,40.728
220,"• Customer vision presentation of the whole Digital Plan: a never seen 
",388.68,106.32000000000001
220,"before / original vision, incorporating all the high impact projects. 
",402.24,93.72
220,"• Creation of profiles close to the reality, representative of three major 
",388.68,78.12
220,"types of stakeholders (customers, employees and owners) ; used by 
the client, especially during the launch of the Digital Plan 
",402.24,65.538
220,"• Appropriation of this vision at an international level, working with 
digital correspondents in each country for an optimal involvement.
",388.68,37.296
221,"Strategic study regarding the launch of a co-branded payment card, 
for a worldwide multi-brand hotel group
",64.056,393.20000000000005
221,"Travel Industry - 2016 Turnover = 5,6€Bn
",259.39,323.66
221,"Synthèse de l’étude d’opportunité mondiale :  marchés stratégiques à adresser en priorité 
",392.71,293.26
221,"CONTEXT AND OBJECTIVES
",14.184,302.01
221,"• After facing a significant growth of its loyalty program, the hotel group asked VERTONE to 
",14.424,280.61
221,"study the opportunity of launching its first co-branded card
",27.984,269.21000000000004
221,"• Objectives:
",14.424,254.81
221,"➢ Generate additional revenues for the group in France and cross borders
➢ Amplify the global brand awareness 
➢ Collect customer data and recruit new mass-affluent clients
",29.304,240.58908
221,"METHODOLOGY 
",14.184,182.62800000000001
221,"• Define a global study opportunity, by geographic area (benchmarking of existing co-
",14.496,161.12
221,"branded offers worldwide, studying of financial regulation by zone ...)
",28.08,149.72000000000003
221,"•
",14.496,135.11144000000002
221,"•
",14.496,109.328912
221,"List and prioritize the most relevant countries where the group could launch its co-
branded card
",28.08,135.32000000000002
221,"RESULTS
",388.46,128.37
221,"Lead a Request For Information and select the financial partner, in France (pilot country)
",28.08,109.538
221,"• Management of internal teams, on a daily basis, around the co-branded card 
",388.68,106.47
221,"• Define the French co-branded card customer value proposition and its business plan
",14.496,95.094
221,"project (about a hundred contributors)
",402.24,95.088
221,"• Define the multichannel customer acquisition strategy of future card holders
",14.496,80.694
221,"•
",14.496,66.08544
221,"Implement the customer acquisition plan: define all technical requirements with channel 
managers, define correlated feasibility study and associated budgets
",28.08,66.294
221,"• Manage the whole project internally (team interactions, steering committees...)
",14.496,40.494
221,"• Delivery of a detailed and complete “co-branded card toolkit” allowing the 
hotel group to autonomously study, frame and deploy a co-branded card in 
different markets worldwide
",388.68,80.646
222,"Define and manage the global training strategy of the integration of 3 new 
brands into the loyalty program of a leading hotel chain
",70.92,391.28
222,"Tourism / Hotels – Turnover 2016 : €5,631 M – 4,100 hotels – 240,000 employees – Number of clients hosted each year: 2,5M
",49.104,327.1
222,"CONTEXT AND OBJECTIVES
",14.184,302.01
222,"Training modules and impacted populations
",449.71,298.678
222,"•
",14.424,280.512
222,"•
",14.424,242.112
222,"Leader in France and ranked 6th in the world, the client has recently integrated into its hotel 
portfolio 3 new hotel brands including 100 hotels. These hotels are located mainly in North 
America, Europe, Middle East and Asia. 
",27.984,280.71
222,"The client wishes to set up a cascade training program aimed at training all employees of the 
100 hotels to know the global Group's loyalty program. The client asks VERTONE to help 
defining and manage the global training strategy including the training for the loyalty 
program (as well as the assimilation of migration rules), new processes and new business 
actions / new operational gesture.
",27.984,242.31
222,"METHOD
",14.184,184.75
222,"The first part of the mission consisted in defining the engineering of the training: 
",14.52,163.48999999999998
222,"Identify the new processes and induced business actions
",42.72,153.29
222,"•
• Define training modules, contents and associated durations
• Define impacted populations for each training module
•
",29.28,153.10256
222,"Identify trainers and their respective roles
",42.72,122.69
222,"The second part of the mission consisted of managing the production of training materials: 
",14.52,102.27
222,"• Make a production schedule
• Manage the production with internal teams and external service provider 
• Help for the production of the training materials
",29.28,92.07000000000001
222,"A transversal part consisted in steering the training project globally: 
",14.52,51.27
222,"•
•
•
",29.28,40.900031999999996
222,"Prepare communication materials around the global training project 
Prepare and lead the different project instances 
Escalate alerts and risks
",42.72,41.088
222,"RESULTS
",388.46,128.37
222,"• Definition of a training strategy in cascade comprising 3 levels, 15 training 
",388.78,106.494
222,"modules and impacting all the staff of a hotel, including 10 different innkeepers 
hotel types. 
",402.34,95.694
222,"• Design of 4 types of training materials for each module: 
",388.78,71.07
222,"•
•
•
•
",403.54,60.072
222,"a detailed guide for the loyalty program
an oral presentation of the training module, 
a teaching guide for trainers, 
and a descriptive guide of the module for participants. 
",416.98,60.27
223,"Frame of a new tier for high value customers
",70.92,379.28
223,"CONTEXT AND OBJECTIVES
",14.184,302.01
223,"Scenario for rules of the top tier 
",475.3,298.678
223,"Tourism– Revenue (2012) = € 2,6 billion – 8 M customers
",219.29,327.1
223,"•
",14.4,280.12712
223,"In a context of takeover of a luxury hotel group, the client wants to frame its 
loyalty strategy toward its best members 
",27.96,280.36999999999995
223,"• The work was designed to : 
",14.4,250.94
223,"•
",50.4,237.73712
223,"Identify  best members and the discriminating criteria that define 
them 
",63.96,237.98
223,"• Frame a new top tier for these customers : eligibility rules, offer, 
",50.4,211.94
223,"loyalty architecture, …
",63.96,198.998
223,"MAIN STEPS OF THE PROJECT
",14.184,180.83
223,"•
",14.424,152.49712
223,"Identify members with highest value for the group and the criteria that define 
them 
",27.984,152.74
223,"• Define entry, duration and renewal rules, through an analysis of the customer 
",14.424,123.358
223,"RESULTS
",388.46,128.37
223,"base (retention, volatility, value…)
",27.984,110.11
223,"• Define the offer and related benefits 
• Define the overall loyalty architecture and the articulation of the top tier with 
",14.424,93.912
223,"other valuable populations (VIPs, BtoB partners, owners,…)
",27.984,64.512
223,"• Recommendation on entry, duration, renewal rules, loyalty 
",388.78,106.104
223,"architecture and offer’s main principles
",402.34,92.904
223,"• Proposition of new customer study methodologies in order to base 
",388.78,76.72200000000001
223,"recommendations on a dynamic study of customer behavior
",402.34,63.480000000000004
224,"Design and roll out of US customer marketing plan
",70.92,379.28
224,"CONTEXT AND OBJECTIVES
",14.184,302.01
224,"• The client needed to create a global user experience in all customer touch points 
• Objectives:
",14.4,280.49
224,"Tourism
",340.15,326.91799999999995
224,"• Optimize all interactions between the clients and the brand 
•
",50.4,249.26
224,"Increase repeat purchase 
Increase client satisfaction
",63.96,233.66
224,"•
",50.4,217.82768
224,"MAIN STEPS OF THE PROJECT
",14.184,155.2
224,"• Assessment: interviews, data requirements specification for extraction
• Database analysis and segmentation: customer analysis, segments 
",14.424,133.66
224,"recommendations, workshops preparation
",27.984,105.456
224,"• Definition of customers objectives and investments optimization 
• CEO and Board presentations
• Design of a multi channel customer plan
• Roll out of the project and team lead and coordination 
",14.424,89.87400000000001
224,"CHALLENGES AND SOLUTIONS
",388.44,302.05999999999995
224,"• Make the teams be involved in the project: 
",388.63,280.49
224,"• organization of meetings integrating all the channels 
• presentation of each step of the work, including segmentation 
",424.66,264.86
224,"part, to optimize the understanding
",438.22,236.66
224,"• Create a cohesion between the different directions/teams: 
",388.63,221.05999999999997
224,"optimization and simplification of workflows between the teams for a 
better information sharing
",402.19,208.45999999999998
224,"RESULTS
",388.46,136.54999999999998
224,"• Customized experience rolled out in less than 6 months
• …and impacted positively repeat purchase: +0,3 pts within 6 months
",388.58,114.60000000000001
225,"Conception of the ""client vision"" component of the 2015-2017 strategic 
plan for a tourism player in North America
",70.92,391.28
225,"Tourism - Revenue (2013) = € 1.4 billion - 1.2 M customers
",215.57,326.91799999999995
225,"CONTEXT AND OBJECTIVES
",14.184,302.01
225,"• The client started this project in 2012, the ambition being the maximization of 
",14.4,280.49
225,"the customer lifetime value.
",27.96,267.908
225,"• The project's ""phase 1"", designed and rolled out in 2013, resulted in the creation 
",14.4,252.26
225,"of a new segmentation, along with the definition of 3 objectives : increase 
repurchase, maintain uniqueness and develop data catching.
",27.96,239.66
225,"• This mission consists in designing the project's ""phase 2"" with the goal of using 
the social, the digital and the contact center to maximize the perceived value of 
the customer experience, thanks to a better customer knowledge as well as the 
enrichment and personalization of the experience on every steps of the customer 
journey.
",14.4,211.45999999999998
225,"MAIN STEPS OF THE PROJECT
",14.184,138.07
225,"• Realize a macro diagnosis of existing rolled out actions(based on 10 interviews)
•
",14.424,116.538
225,"Study behaviors of each segment by analyzing customer data and behavioral data
• Realize a benchmark of best practices and technology opportunities in the field of 
the enrichment and personalization of the customer experience using the digital, 
social and contact center
",14.424,100.896
225,"• Run a creativity seminar and feasibility workshops, and formalize the strategic 
",14.424,44.496
225,"plan of the marketing department for the years 2015-2017
",27.984,31.872
225,"Graphic representation of the emotional curve 
",446.78,299.6
225,"on all steps of the customer journey
",468.74,287.618
225,"RESULTS
",388.46,120.52
225,"• Definition of average client behaviors for each segment by analysis of 
",388.68,98.47200000000001
225,"the internet browsing history and the call center's call history
",402.24,85.872
225,"• Update of the strategic plan, review of objectives, and launch of 14 
",388.68,70.27199999999999
225,"work streams on 6 levers : digital / social networks / multichannel 
contact center / direct marketing / seamless content / seamless 
experience.
",402.24,57.690000000000005
225,"• Validation of the deployment roadmap by the executive committee
",388.68,16.848
226,"Diagnosis of the sales opening and early booking offers mechanism
",70.944,379.28
226,"Tourism - Revenue (2013) = € 1.4 billion - 1.2 M customers
",215.57,327.77
226,"Overview of the commercial animation highlights the last 3 years
",404.93,297.13000000000005
226,"CONTEXT AND OBJECTIVES
• Thanks to a sales opening and an early booking offers mechanism, the client 
achieves to perform well on the loyal customers. By convincing them to book 
very early, the client secures the sales and brings cash flow.
",14.184,302.01
226,"• Nevertheless, this mechanism does not work well for new customers and doesn’t 
",14.544,230.85999999999999
226,"permit to meet recruitment objectives.
",28.104,218.278
226,"• VERTONE intervened in order to :
",14.544,205.63
226,"• Analyze the current mechanism
• Evaluate the relevance to change it 
• Propose and prioritize the evolutions leading the most to match their 
",50.544,193.03
226,"objectives
",64.128,155.23
226,"MAIN STEPS OF THE PROJECT
",14.184,130.51
226,"RESULTS
",388.46,128.37
226,"• Perform a diagnostic of the mechanism by an impacts analysis with all directions 
",14.4,108.07000000000001
226,"• Performance analysis of the sales opening mechanism and animation 
",388.78,106.2
226,"impacted by the project (marketing, transport, finance…)
",27.96,95.44800000000001
